project_id,name,url,developer_name,main_office,construction_start_date,construction_end_date,price_from,district,floors,amenities,description,furnishing,service_charge,resale_conditions,unit_types,cover_image_url
2234,Altay Hills,https://find.reelly.io/projects/2234,IFA Hotels and Resorts,"CRM Office, Adj. to Lobby Entrance, Ground Floor, South Residences Palm Jumeirah, Dubai, UAE",2025-03-20,2028-06-30,0,Al Aweer,G + 1floors,"Sport Complexes, Running And Cycling Tracks, Kids Play Area, Amphitheatre, Community Centers And Cafes, Community Mosque","Project general facts Altay Hills is a prestigious residential project set amidst the serene landscapes of Sharjah, offering an exclusive lifestyle defined by luxury, comfort, and natural beauty. Nestled in a prime location within the Al Suyoh Suburb, Altay Hills combines sophisticated architectural design with a tranquil environment, making it an ideal destination for families and individuals seeking an upscale living experience. The project is characterized by its collection of elegant villas and townhouses, designed with meticulous attention to detail. Each home features spacious layouts, high-end finishes, and modern interiors, seamlessly blending contemporary aesthetics with functionality. Expansive windows and private outdoor spaces invite natural light and greenery into the living areas, creating a harmonious connection between the indoors and the surrounding environment. Altay Hills is designed to foster a sense of community while prioritizing privacy and comfort. The development boasts landscaped parks, walking paths, and recreational areas, encouraging residents to enjoy an active and healthy lifestyle. Sport complexes, fitness centers, and children’s play areas, provide opportunities for relaxation and entertainment, ensuring a well-rounded living experience. Finishing and materials Modern finishing with high-quality materials Kitchen and appliances Equipped kitchen Furnishing No Location description and benefits Al Suyoh Suburb in Sharjah is a rising residential destination that offers a perfect blend of modern living and a serene environment. Designed with families in mind, this neighborhood features an array of spacious villas and contemporary townhouses, combining architectural elegance with practical layouts. Al Suyoh is a haven for those seeking a peaceful lifestyle, with its lush green spaces, parks, and playgrounds creating a community-centric atmosphere. Strategically located near Sheikh Mohammed Bin Zayed Road (E311), the suburb enjoys excellent connectivity to Sharjah's city center and neighboring emirates like Dubai and Ajman, making it convenient for daily commutes. The area is well-equipped with essential amenities, including schools, mosques, healthcare centers, and supermarkets, ensuring that residents have everything they need within easy reach. Future development plans promise additional retail, dining, and recreational options, further enhancing the suburb's appeal. Al Suyoh’s charm lies in its tranquil setting and low-density layout, offering residents a break from the hustle and bustle of city life. With competitively priced properties that deliver exceptional value for money, it’s an attractive choice for families and investors alike. Whether you’re seeking a luxurious home or a sound investment opportunity, Al Suyoh Suburb presents the ideal balance of comfort, convenience, and affordability in one of Sharjah’s most promising residential areas.",only_kitchen,3 AED/sqft,,,https://api.reelly.io/vault/ZZLvFZFt/MrCnS93r8kgVX9k9ZxHNNZHEZ-g/dxmE6w../864.jpg
1911,The Cube Residences,https://find.reelly.io/projects/1911,Amwaj Development,"Office 506, Park Heights Square 1, Dubai Hills, Dubai, UAE",2024-10-01,2026-12-31,0,MBR District 11 (Meydan South),B + G + 5floors + R,"Gaming Room, Lounge & Coffee Cart, Swimming Pool, Fitness Club, Sauna & Showers, Co-Working Space","Project general facts The Cube Residences is a modern low-rise residential project consisting of a basement, ground floor, five upper floors, and a rooftop. With a total of 54 units, the development offers a comfortable urban living experience. The ground floor is designed to provide a variety of amenities to enhance residents' daily lives, including a co-working space for professionals, a lounge with a coffee cart for relaxation, a concierge reception desk, and 24/7 security for peace of mind. On the rooftop, The Cube Residences offers a host of recreational amenities aimed at promoting a healthy and social lifestyle. Residents can enjoy a rooftop pool for relaxation and leisure, a fitness club for workouts, a sauna with showers for unwinding, and a gaming room for entertainment. The combination of thoughtfully designed spaces and essential amenities creates a well-rounded living experience in the heart of the city. Finishing and materials Modern finishing with high-quality materials. The project is equipped with smart home technology. Kitchen and appliances Fully equipped kitchen. Furnishing Fully furnished. Location description and benefits Meydan City in Dubai is a dynamic and ambitious development known for its blend of luxury, leisure, and cutting-edge infrastructure. Positioned just minutes from the iconic Burj Khalifa and Downtown Dubai, Meydan City has emerged as a key residential and commercial hub. The district is home to high-end residential communities, office spaces, and world-class leisure attractions, making it a desirable location for residents and tourists alike. One of the central highlights of Meydan is the Meydan Racecourse, home to the Dubai World Cup, which hosts some of the most prestigious horse races in the world. The area’s residential offerings are diverse, featuring a mix of modern apartments, luxury villas, and townhouses, catering to different lifestyles. Communities like Meydan Avenue and Meydan Heights offer a suburban lifestyle with easy access to the city’s commercial core. For leisure and entertainment, Meydan City provides an array of amenities including golf courses, parks, fine dining options, and a marina. The nearby Meydan One Mall, when completed, will feature the world’s longest indoor ski slope and a wide range of retail outlets, making it a future centerpiece of the area. Strategically located with excellent connectivity via key highways such as Al Khail Road and Sheikh Mohammed bin Zayed Road, Meydan City ensures that residents have swift access to other parts of Dubai. With its unique blend of luxury living, sports, and entertainment, Meydan is a forward-thinking development designed for those seeking an upscale, well-rounded lifestyle in one of Dubai's most visionary urban environments.",yes,16-18 AED/sqft,30,,https://api.reelly.io/vault/ZZLvFZFt/ifFaSBtc_19DKUH7fin4LP07Yhw/NYmFUg../2003+%28convert.io%29.jpg
1794,Address Residences Dubai Hills Estate,https://find.reelly.io/projects/1794,Emaar,"Emaar Sales Center, Downtown Dubai, Dubai, UAE",2024-12-05,2029-02-28,0,MBR District 1,"G + P + 18floors, G + P + 21floors","Yoga, Outdoor Cinema, Gym","Project general facts Dubai Hills Estate – the green heart of Dubai – is a first-of-its-kind destination. This masterfully planned, multi-purpose development forms an integral part of the Mohammed Bin Rashid City. Strategically situated between Downtown Dubai and Dubai Marina, flanked by Al Khail Road, the community offers easy access to the city’s most popular districts and attractions. Step into a sanctuary where contemporary luxury merges with vibrant urban living. Designed for modern lifestyles, Address Residences Dubai Hills Estate offers the finest in branded residential comfort and elegance. Your luxurious home, in the signature style of Address Hotels + Resorts, awaits you. Spacious 1, 2 and 3-bedroom apartments, thoughtfully designed for the modern life. Every home offers panoramic views, modern amenities, and sophisticated finishes. Finishing and materials Modern finishing with high-quality materials. Kitchen and appliances Equipped kitchen. Furnishing No. Location description and benefits Mohammed Bin Rashid City (MBR City) is a visionary and ambitious community designed to be a dynamic and sustainable urban development that embraces innovation, luxury, and a high quality of life. MBR City is also characterized by its extensive green spaces and beautifully landscaped parks. With a focus on sustainability and environmental conservation, the community incorporates vast stretches of parks, gardens, and waterfront promenades. Residents can enjoy leisurely walks, outdoor activities, and moments of tranquility in these serene and scenic surroundings. The community of MBR City goes beyond residential offerings. It boasts world-class amenities and attractions that enrich the lives of residents and visitors alike. From state-of-the-art educational institutions and healthcare facilities to luxury hotels, shopping malls, and entertainment venues, MBR City provides a comprehensive range of services and experiences that cater to every need and desire. MBR City is designed to foster a sense of community and engagement among its residents. The community hosts various cultural events, sports competitions, and recreational activities that bring people together, encouraging social interactions and creating a vibrant atmosphere. Additionally, the community features cycling tracks, jogging trails, and equestrian facilities, catering to individuals who appreciate an active and outdoor lifestyle.",no,23-25 AED/sqft,,,https://api.reelly.io/vault/ZZLvFZFt/7Df7iQEB6eKAW-L2VPG1K0mD--8/THFGWA../ADDRESS_RESIDENCES_DHE_RENDER04.jpg
2103,GEM Residences,https://find.reelly.io/projects/2103,Eagle Hills,"9th Floor, Capital Plaza Towers, Al Danah Area, Abu Dhabi, UAE",2024-12-17,2027-12-31,0,Maryam Island,G + 2P + 9floors,"Adults' Swimming Pool, Playground For Children, Elegant Landscapes, Walking And Jogging Track, Kids' Swimming Pool, Gym, Access To The Beach, Basketball Court","Project general facts GEM Residences is a striking nine-story residential building located in the heart of Maryam Island, offering a collection of meticulously crafted apartments. Each residence is designed to embody comfort and elegance, with private balconies that provide residents with breathtaking views of either the serene waterfront or the lush landscaping surrounding the development. The community offers a wealth of amenities, including designated parking spaces, adult and children’s pools, a fully equipped gym, landscaped gardens, and a playground, making it an exceptional choice for families and individuals alike. Strategically positioned near Al Khan Lagoon, GEM Residences ensures unparalleled accessibility to both Corniche Road and Maryam Island Boulevard, a vibrant hub filled with retail outlets, outdoor spaces, and cafes. The development’s close proximity to the beach and walking trails offers residents a tranquil escape from the city’s hustle and bustle, promoting a healthy and balanced lifestyle with ample recreational facilities such as a jogging track, basketball court, and green spaces. GEM Residences redefines urban living by combining traditional architectural aesthetics with modern design elements. Interiors feature a sophisticated color palette, elegant wood finishes, and thoughtfully integrated natural elements that create a warm, inviting ambiance. Cutting-edge lighting systems and smart communication technology further enhance the living experience, setting a new standard for premium waterfront residences while catering to the needs of modern lifestyles. Finishing and materials The interiors of GEM Residences are finished with precision, featuring gypsum ceilings in bathrooms, kitchens, and corridors, cement-plastered painted ceilings in living areas and bedrooms, and powder-coated aluminum frames with double-glazed windows for a modern touch. Doors are made from high-quality industrial wood with a reconstituted veneer finish, while cupboards and the master bedroom's wardrobe feature a laminated coating. Cabinets are made from MDF panels with a laminated finish, including both base and overhead units. Split ducted AC systems with multi-zone thermostats ensure optimal comfort, while white matte paint and hygienic finishes in wet areas provide a clean and sophisticated aesthetic. Kitchen and appliances Stainless steel sinks and swivel-type mixer, single-lever basin mixers, wall-mounted water closets, and under-counter basins are standard. Bathtubs with fixed glass splash screens, rain shower heads, adjustable hand showers andswing door shower systems ensuring comfort and functionality in every detail. Furnishing Semi-furnished. Location description and benefits Maryam Island, located in the heart of Sharjah along the Al Khan Lagoon and Al Mamzar Corniche, is a premier waterfront community that blends serene natural beauty with modern urban living. The island offers residents a tranquil lifestyle with stunning views of the Arabian Gulf, lush green landscapes, and carefully designed promenades. Its pristine beaches provide a peaceful escape, making Maryam Island a haven for relaxation and recreation while being well-connected to the bustling city of Sharjah. This vibrant community features a range of lifestyle amenities designed to cater to every resident's needs. From world-class retail outlets and waterfront dining options to state-of-the-art fitness centers and playgrounds for children, Maryam Island ensures a comfortable and engaging living experience. Its network of jogging and cycling tracks, as well as recreational areas, promotes a healthy and active lifestyle. The island's marina further enhances the charm of the destination, offering an exclusive spot for boating enthusiasts. Strategically located, Maryam Island provides seamless access to Sharjah's cultural landmarks, business hubs, and neighboring Dubai. The development is only a short drive from Sharjah International Airport and Dubai International Airport, making it an ideal choice for residents seeking connectivity and convenience. With its luxurious waterfront properties, vibrant community spaces, and close proximity to essential services, Maryam Island represents a perfect balance of comfort, modernity, and natural beauty.",semi_furnished,10-12 AED/sqft,,,https://api.reelly.io/vault/ZZLvFZFt/GV5aW8sxD-Ap9zQZvD-CxzOJNKM/XOP2DA../cover.jpg
216,Hadley Heights,https://find.reelly.io/projects/216,Leos,"Podium Level, Building 11, Business Bay, Dubai, UAE",2024-04-22,2025-12-31,0,JVC (Jumeirah Village Circle),G + 22floors,"Club House, Changing Room, Pocket Garden, Outdoor Mini Golf, Pool Area, Fitness Centre, Sauna Room, Indoor Kids Play Area, Outdoor Kids Play Area, Gams Zone, Bbq Area","Project general facts Hadley Heights is a 216-unit modern residential complex perfectly located in the heart of the highly sought-after district, Jumeirah Village Circle (JVC). Hadley Heights aspires to deliver bespoke lifestyle where luxury, elegance and contemporary living co-exist in perfect harmony. The development, which consists of elegantly designed studio, one bedroom and two bedroom units, offers a unique blend of bright, convenient spaces with a wealth of world-class amenities. Hadley Heights in Jumeirah Village Circle offers a range of world-class amenities and top-level interior finishes designed to attract an equal mix of families, young couples, and individuals. Finishing and materials The open plan Living Area is designed for maximum comfort and relaxation. It features a contemporary kitchen with the latest appliances and countertops, ergonomic seating that ensures your body is supported correctly, a comfortable coffee table perfect for gathering with family and friends, and a smart TV that allows you to access all the entertainment you need. With its modern design and stylish furnishings, the Living Area has been designed to provide an oasis of calm in any home. With plenty of space to entertain guests or just curl up with a book, the Living Area provides an ideal place to unwind after a long day. The spacious bedrooms with heightened ceilings, large sunlight windows, and storage space for wardrobes, put you at rest in a naturally-inspired setting. The bathroom is stylish and functional, with many cabinets, display space, and high-quality fixtures and accessories. The stark white wall tiling and the plush, porcelain flooring highlight the feature walls. Additionally, the bathroom features mirror cabinets and shelving that provide essential storage to keep your bathroom organised. All of these distinctive features contribute to the spa-like atmosphere of the space. Kitchen and appliances The kitchen is a functional space that welcomes you into a unique and creative world. It is based on meticulous detail, superb finishing, and a strong grasp of form and function. The kitchen features built-in appliances and a contemporary breakfast counter that doubles as a workstation. Furnishing No Location description and benefits Real estate in Jumeirah Village Circle is one of the most sought-after housing options. It is popular among both potential tenants and investors. About 2,000 housing units are available in the complex, which includes huge villas, townhouses, studio flats, and multi-bedroom apartments in high-rise buildings. There are still plenty of under-construction facilities. JVC is home to cutting-edge mid-rise buildings and renowned hotels. The Nakheel company, the project’s developer, aimed to create a space that was pleasant for living as well as resting and unwinding. There are three nurseries, a university, a school, a hospital, and a shopping mall. There are numerous green zones and parks with playgrounds in the area. Because of this, renting out a residence in JVC is a fantastic idea. Rental income brings in 6.8%, one of the highest rates in Dubai, the United Arab Emirates. There will undoubtedly be a park close by, regardless of the residence or apartment you reside in. After all, 33 parks are spread out in a small housing complex with an area of 8 km². Some of them are rather small and are only suitable for a playground or benches under trees. However, some of them like Circle Community Park or JVC Community Park, can be referred to as completely green parks. There are green spaces here for people of all ages. The housing development features dog parks and playgrounds. Since there is also a pet-friendly cafe where pets are welcome, the location is perfect for pet owners overall.",only_kitchen,12-15 AED/sqft,40+4%,,https://api.reelly.io/vault/ZZLvFZFt/x9JnKH6c6N3CdoYncVmdez-4Je4/FiumPw../PHOTO-2023-04-11-11-02-38+2.jpg
295,Sokoon 4,https://find.reelly.io/projects/295,Arada,"Al Suyoh Suburb, Tilal, Sharjah, UAE",2023-01-01,2024-12-31,0,Muwaileh Commercial,G + 6floor,"Health Club, Courtyard And Gardens, Adults’ And Children’S Swimming Pools, Children’S Play Areas, Family Barbecue Space","Project general facts Engage with like-minded people in a progressive and collaborative residential space. Explore cosy cafes and beautiful gardens. Enjoy contemporary design and premium facilities. Located in the heart of Aljada’s energetic cultural district, Sokoon is the perfect place to inspire both couples and families. Featuring a range of one bedroom, two bedroom and three bedroom premium apartments, the Sokoon buildings overlook open courtyards and garden spaces. Smart home features and superb contemporary design come as standard at all Sokoon apartments, and residents can also enjoy exclusive access to a health club, two swimming pools, children’s play areas and a family barbecue space. Finishing and materials Modern residences with tastefully done interiors and sleek décor Kitchen and appliances Equipped kitchen Furnishing Only wardrobes Location description and benefits Aljada is Sharjah’s largest ever mixed-use destination and a transformational project for the Emirate. Alongside extensive residential districts, Aljada also hosts beautifully landscaped parks, four hotels, three schools, and a premium business district, as well as considerable shopping and dining options on its two tree-lined boulevards. Ideally located in the heart of one of the Middle East’s most welcoming cities, Aljada is a truly all-encompassing development and the perfect place to bring up your family. With a masterplan that draws inspiration from some of Sharjah’s oldest heritage districts, Aljada is designed to provide you and your children with a stressfree yet active lifestyle. A destination where engaging design meets contemporary elegance, Aljada allows you to be all that you can be. Aljada is a destination where everything is at your fingertips. Whether you want to walk through lush green parks, dine at incredible restaurants or take the family on an amazing day out, there are a lifetime of experiences to enjoy.",semi_furnished,8-10 AED/sqft,50+4%,,https://api.reelly.io/vault/ZZLvFZFt/20Rez5f8o0caWoc9udqMvAUdGOc/VowWrA../17.jpg
485,Perla 3 ,https://find.reelly.io/projects/485,Reportage Properties,"Office 301, 3rd floor  Business Tower, Business Bay, Dubai, UAE",,2027-06-30,0,Yas Island,G + 12floors,"Large Kids Swimming Pool, Shaded Seating Areas, Yoga Garden, Large Swimming Pool, Bbq Area, Gymnasium, Bocce Play Area, Giant Chess Play Area, Zen Garden, Art Garden, Outdoor Table Tennis","Project general facts At Yas West, right at the Waterfront, lies Perla 3 – An architectural gem that tells the story of the beautiful island. These high-rise buildings and townhouses offer an incomparable lifestyle right in the heart of the action where the magical life of Yas is at your doorstep. High-end living and spectacular waterfront views are what comes to mind when Perla 3 is mentioned; whether it is a simplex apartment or a townhouse, all Perla 3 units enjoy a good share of sunlight and a spectrum of colours to wake up to. Perla 3 – An Architectural gem that speaks of itself and sets the standards of modernity and elegance. The buildings are designed following a grid system that guarantees equal share of sunlight to all the units, in addition to the perfectly designed facades and highquality finishing, with double-glazed windows that reflect the beauty of the magical YAS٫ Finishing and materials Fully tiled bathrooms, en-suites and guest toilets wherever applicable Double-glazed windows Satellite master antenna and fibre optic connection for high-speed internet access Central air conditioning Vanity units and mirrors Shower in each bathroom Kitchen and appliances Kitchen cabinets and countertops Furnishing No Location description and benefits Yas South area is a perfect opportunity for residence and investment. Yas Bay mixed-use development and community is to become Abu Dhabi’s premier waterfront destinations and the nightingale of the city, comprising three main distinct areas; the Waterfront, Yas Bay residences and the Media Zone. The Waterfront, a vibrant leisure and entertainment district, including The Hilton Hotel, cafés and restaurants, retail outlets, a boutique cinema, a beach club, and the award-winning Etihad Arena. Residences at Yas Bay, a unique and contemporary residential community, offering the complete Yas Island lifestyle, with 19 parks, 2 schools, 3 mosques and community retail, all within walking distance from The Waterfront. Media Zone, featuring the new campus for twofour54, a media and entertainment hub attracting top talent from the global media industry.",no,11 AED/sqft,0,,https://api.reelly.io/vault/ZZLvFZFt/fsw1uBPBdq7q86CzrtMQjXbCw8o/LLqdKQ../20.jpg
1084,Nesba 2 Aljada,https://find.reelly.io/projects/1084,Arada,"Al Suyoh Suburb, Tilal, Sharjah, UAE",2024-04-23,2026-06-30,0,Muwaileh Commercial,G + 9floors,"Sport Courts, Shopping & Dinning Outlets, Gym, Swimming Pool","Project general facts Aljada is a destination where everything is at your fingertips. Whether you want to walk through lush green parks, dine at incredible restaurants or take the family on an amazing day out, there are a lifetime of experiences to enjoy. Designed by Zaha Hadid Architects, Madar at Aljada is the UAE’s fastest-growing family entertainment experience, welcoming over 120,000 visitors a month. A wide list of attractions includes Zad, a popular food truck park, a free drive-in cinema, the region’s biggest skate park, a Wellfit gym, and a trampoline attraction, alongside adventure playgrounds, water play areas and much more. Your new home is ideally located within the UAE’s fastest-growing urban destination, allowing you access to an unrivalled variety of amenities, experiences and adventures. Residents at Nesba have direct access to a world-class array of sporting and recreational facilities. Fitness fans can make the most of Aljada’s main outdoor sports complex next door, which contains a full-size football pitch, several five-a-side pitches and a range of facilities for badminton, basketball, volleyball and padel tennis. Enjoy direct access to the many shopping and dining outlets on Aljada’s popular East Boulevard, which is just outside your front door. Finishing and materials Ranging from cosy one-bedroom apartments to three-bedroom family homes, all residences at Nesba include smart home features as standard Kitchen and appliances A kitchen cooker, hood and washer/drier from a premium manufacturer Furnishing No Location description and benefits A destination where everything is at your fingertips, and where living, working, entertainment, relaxing, shopping and culture all come together. Ideally located in the heart of one of the Middle East’s most welcoming cities, Aljada is a truly all-encompassing development and the perfect place to bring up your family. With a masterplan that draws inspiration from some of Sharjah’s oldest heritage districts, Aljada is designed to provide you and your children with a stress-free yet active lifestyle. A destination where engaging design meets contemporary elegance, Aljada allows you to be all that you can be. Aljada is Sharjah’s largest ever mixed-use destination and a transformational project for the Emirate. Alongside extensive residential districts, Aljada also hosts beautifully landscaped parks, four hotels, three schools, and a premium business district, as well as considerable shopping and dining options on its two tree-lined boulevards. In a rapidly changing world, it’s vital to have a range of different working options close to hand. Aljada will contain an ecosystem that will not only support the growth of the UAE’s economy, but also provide jobs for thousands of young people from the Gulf and beyond. Aljada’s business park is set to be the heart of commercial activity in one of the region’s most diverse economies, and elsewhere within the city there are a wide-range of co-working and creative spaces, allowing residents and workers to collaborate. So whether you want to be an architect or an engineer, Aljada is the perfect place to set the foundations for a promising career.",no,8-10 AED/sqft,,,https://api.reelly.io/vault/ZZLvFZFt/8KSxpqg_QB96yw6InkjAyJFfb-M/y5nuLg../0.jpg
1842,Vue by Crystal Bay,https://find.reelly.io/projects/1842,Crystal Bay Development,,2024-04-01,2026-07-31,0,JVC (Jumeirah Village Circle),G + 23floors,"Pool, Single Basketball Court, Outdoor Bbq Station, Gym, Outdoor Cinema, Zen Garden, Mini Golf, Splash Kids Pool , Kids Play Zone, Meditation Lounge","Project general facts Step into a realm where understated elegance meets the extraordinary, inviting you to embark on an enchanting journey through a tapestry of refined surroundings. Vue offers its residents a serene and unhurried lifestyle, nestled within a tranquil and peaceful environment. The building is thoughtfully equipped with an array of amenities, including a private swimming pool, all meticulously designed to promote relaxation and rejuvenation. This emphasis on creating a calm and restful atmosphere plays a crucial role in helping residents achieve a more balanced and fulfilling life. Vue is a mid-rise residential condominium located in JVC, designed with a focus on blending interior and exterior spaces seamlessly. The architectural design skillfully integrates private swimming pools with opulent living areas, creating a harmonious combination of luxuriously crafted interiors. The building’s exterior features an industrial grid-style aesthetic, with steel serving as the primary material for a sturdy framework. This choice of material not only enhances the building's robustness but also contributes to its sleek, modern appearance. Upon arrival, residents are greeted by a serene reception lobby that sets the tone for the building's tranquil ambiance. The spacious lobby, complemented by yoga and gym facilities and a substantial swimming pool area, provides a blend of formal and relaxed environments. This thoughtful design ensures that the reception area functions as both a welcoming lounge and an elegant entrance, creating a harmonious first impression. Finishing and materials The interior design embodies a minimalistic contemporary style that places a strong emphasis on creating an ambiance of warmth, harnessing abundant natural light, and showcasing clean lines. It also showcases uniquely refined aesthetics and exquisite architectural details. The color palette draws inspiration from the natural world, featuring soothing shades of beige, grey, brown, and tan. In every room, you’ll find elements of beige travertine and walnut, contributing to a unified and cohesive appearance throughout the space. Kitchen and appliances Equipped kitchen. Furnishing No. Location description and benefits Nestled in the heart of Dubai, Jumeirah Village Circle, or JVC, is a vibrant and rapidly growing community that captivates residents and visitors alike. This idyllic circular-shaped neighborhood is designed to offer a harmonious blend of modern living and natural beauty. JVC's tree-lined streets, tranquil parks, and spacious villas and apartments make it a truly unique and welcoming place to call home. The community exudes a sense of peace and balance, providing a welcome escape from the hustle and bustle of city life, while still being conveniently located within Dubai. Residents of JVC enjoy a host of amenities, including schools, shopping centers, parks, and recreational facilities, all thoughtfully integrated into the community's design. It's a place where families thrive, professionals find a convenient home, and nature lovers revel in the serene surroundings.",only_kitchen,13-15 AED/sqft,,,https://api.reelly.io/vault/ZZLvFZFt/Pr6nj1wyKHK8uaeY_JRDa6zFlQw/8WL90Q../19.jpg
787,Samana California Phase 2,https://find.reelly.io/projects/787,Samana,"Office No 401, 4th Floor, Building No 7, Business Bay, Dubai, UAE",2024-04-22,2026-10-31,0,Discovery Gardens,G + P + 10floors + Roof,"Outdoor Cinema, Indoor Gym, Jogging Track, Swimming Pool, Kids Play Area, Sauna & Steam Room, Rooftop Tennis Paddle Court, Barbeque Area","Project general facts Find your new home at SAMANA California 2, where luxury living meets modern convenience in the heart of the city. SAMANA California 2 offers you a unique blend of contemporary designs and serene surroundings. Every aspect of this residential property exudes elegance and comfort, promising an exceptional living experience. SAMANA California 2 is designed for those who prefer leisure, lavishness, and a bit of extravagance in life. Featuring state-of-the-art apartments with spacious interiors inside and breathtaking views outside, SAMANA California 2 offers all the amenities that you desire from a luxurious lifestyle. Indulge in an array of thoughtfully curated amenities designed to enhance your lifestyle at SAMANA California 2. Dive into the refreshing pool, relax in the comfort of your private pool set perfectly within your apartment, rejuvenate at the state-of-the-art fitness center, and unwind in the meticulously landscaped gardens. Elegance gets redefined in the heart of the city with SAMANA California 2 - where modernity meets sophistication. A towering marvel of architecture that captivates with its sleek lines and enchanting presence. It is a seamless blend of form and function, inviting you to explore the world within. Finishing and materials Modern finishing with high quality materials Kitchen and appliances Full set of household appliances Furnishing Furniture packet is optional Location description and benefits Al Furjan is a residential community situated in close proximity to Dubai Marina, Jumeirah Beach Residence (JBR), and other popular areas in Dubai. It covers an area of approximately 560 hectares and consists of both villas and apartment buildings, offering a diverse range of housing options for residents. The community is known for its well-planned infrastructure and thoughtfully designed properties. It features a mix of architectural styles, including Arabic, Mediterranean, and contemporary designs, creating a visually appealing and diverse atmosphere. In terms of amenities, Al Furjan offers a range of facilities to enhance the quality of life for its residents. These include landscaped parks, playgrounds, fitness centers, swimming pools, sports courts, and cycling and jogging tracks. There are also retail centers within the community that provide convenient access to shopping, dining, and other essential services. Al Furjan is strategically located near major transportation networks, including Sheikh Zayed Road and the Dubai Metro. This makes it easily accessible for residents and provides convenient connectivity to other parts of Dubai.",optional_furnished,15 AED/sqft,,,https://api.reelly.io/vault/ZZLvFZFt/TmZj5sJMaKoqLPWohHHoJvuTf_c/tfpvog../57.jpg
512,Park Point,https://find.reelly.io/projects/512,Emaar,"Emaar Sales Center, Downtown Dubai, Dubai, UAE",2016-11-01,2001-03-31,0,Dubai Hills,G + 9floors,"Parks And Leisure Areas, Sport Courts, Swimming Pool, Kids Play Area, Gym","Project general facts Featuring elegant homes and fabulous facilities, within one of the most exclusive new projects taking shape in Dubai, PARK POINT is a sanctuary of serene living in Dubai Hills Estate. Experience healthy living in harmony with nature, with long shaded pathways connecting parks, pools and people of all ages. Enjoy an endless array of community facilities around Dubai Hills Estate, from a modern health club, golf club to nature trails, jogging tracks, children’s play areas, and many other sporting, entertainment and leisure facilities. Stroll along a network of green corridors to community shopping centres or the neighbourhood mosque, while your kids bike safely to school on dedicated cycling tracks. A great selection of restaurants, cafés, hotels, medical clinics, spas and salons are all within easy reach, even as the allure of Downtown Dubai rises majestically on the nearby horizon. Finishing and materials Modern finishing with high quality materials Kitchen and appliances No information Furnishing No Location description and benefits More than just a place to live, Dubai Hills Estate is an 11 million square metre master-planned community, where unsurpassed luxury meets natural wonder. Designed to the highest standards of sustainability, the mixed-use mega-project features elegant neighbourhoods interwoven with landscaped parks, winding walkways and an 18-hole championship golf course. With world-class hospitality, shopping, education and healthcare facilities all within walking distance. Dubai Hills Estate is a prestigious and vibrant master-planned community located in the heart of Dubai, United Arab Emirates. Developed by Emaar Properties in collaboration with Meraas Holding, it represents a harmonious blend of luxury living, natural beauty, and modern urban design. At the heart of Dubai Hills Estate is the stunning 18-hole championship golf course, designed to international standards. The golf course adds a touch of greenery and serenity to the landscape, attracting golf enthusiasts from around the world. Dubai Hills Estate is not just a residential development; it's a comprehensive lifestyle destination. The Dubai Hills Mall, a world-class shopping and entertainment center, offers an array of retail, dining, and entertainment options. Residents and visitors can also enjoy the Central Park, a vast expanse of greenery and relaxation. One of the remarkable features of Dubai Hills Estate is its emphasis on sustainability and eco-friendly design. The community incorporates modern infrastructure, smart technologies, and sustainable practices to create an environmentally responsible living environment.",no,17-18 AED/sqft,0,,https://api.reelly.io/vault/ZZLvFZFt/4xpL69vsGV8CXXBF6Z7hDLad1ac/XWSYww../3.jpg
